,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
2075,Tata New Safari DICOR 2.2 EX 4x2,350000,156000,Diesel,Individual,Manual,First Owner,11,Tata
2076,Maruti Alto 800 LX,200000,90000,Petrol,Individual,Manual,First Owner,9,Maruti
2077,Tata Indigo LS,150000,60000,Diesel,Individual,Manual,Third Owner,14,Tata
2078,Nissan Terrano XL 110 PS,800000,36000,Diesel,Individual,Manual,First Owner,6,Nissan
2079,Hyundai EON Era Plus Sports Edition,350000,20000,Petrol,Individual,Manual,Second Owner,5,Hyundai
2080,Tata New Safari DICOR 2.2 VX 4x2,350000,160000,Diesel,Individual,Manual,First Owner,11,Tata
2081,Mahindra Scorpio 2.6 Turbo 9 Str,250000,185000,Diesel,Individual,Manual,First Owner,16,Mahindra
2082,Tata Indica Vista Terra 1.4 TDI,170000,110000,Diesel,Individual,Manual,Second Owner,12,Tata
2083,Renault KWID RXT Optional,395000,10800,Petrol,Individual,Manual,First Owner,4,Renault
2084,Mahindra Bolero 2011-2019 SLE,450000,120000,Diesel,Individual,Manual,First Owner,10,Mahindra
2085,Maruti Ignis 1.2 Delta BSIV,500000,15000,Petrol,Individual,Manual,First Owner,3,Maruti
2086,Tata Sumo EX 10/7 Str BSIII,200000,67500,Diesel,Individual,Manual,First Owner,10,Tata
2087,Tata Hexa XM,1200000,30000,Diesel,Individual,Manual,First Owner,5,Tata
2088,Mahindra KUV 100 mFALCON D75 K8,400000,50000,Diesel,Individual,Manual,First Owner,6,Mahindra
2089,Mahindra TUV 300 T8,650000,100000,Diesel,Individual,Manual,First Owner,6,Mahindra
2090,Mahindra Bolero 2011-2019 DI - AC BS III,550000,150000,Diesel,Individual,Manual,First Owner,6,Mahindra
2091,Mahindra XUV500 W10 2WD,1100000,110000,Diesel,Individual,Manual,First Owner,7,Mahindra
2092,Maruti Alto 800 LXI,254999,30000,Petrol,Individual,Manual,First Owner,10,Maruti
2093,Maruti Alto LXi,180000,60000,Petrol,Individual,Manual,First Owner,11,Maruti
2094,Mahindra Xylo D2,160000,255000,Diesel,Individual,Manual,Second Owner,12,Mahindra
2095,Chevrolet Optra Magnum 2.0 LT BS3,225000,120000,Diesel,Individual,Manual,Second Owner,14,Chevrolet
2096,Maruti Alto 800 LXI,270000,49900,Petrol,Individual,Manual,Second Owner,7,Maruti
2097,Tata Manza Aura Quadrajet BS IV,310000,86000,Diesel,Individual,Manual,First Owner,10,Tata
2098,Datsun GO T BSIV,225000,71850,Petrol,Individual,Manual,First Owner,7,Datsun
2099,Fiat Grande Punto EVO 1.3 Dynamic,300000,95000,Diesel,Individual,Manual,Third Owner,7,Fiat
2100,Maruti Swift Dzire VXi,250000,70000,Petrol,Individual,Manual,Fourth & Above Owner,14,Maruti
2101,Hyundai EON Sportz,180000,35000,Petrol,Individual,Manual,First Owner,11,Hyundai
2102,Maruti Swift Dzire VXI,550000,50000,Petrol,Individual,Manual,First Owner,7,Maruti
2103,Mahindra Bolero XL 10 Seater Non AC,300000,120000,Diesel,Individual,Manual,Third Owner,15,Mahindra
2104,Hyundai Elantra CRDi SX,900000,145000,Diesel,Individual,Manual,First Owner,7,Hyundai
2105,Tata Sumo EX BS IV,254999,190000,Diesel,Individual,Manual,Third Owner,10,Tata
2106,Mahindra XUV500 W9 2WD,1530000,40000,Diesel,Individual,Manual,First Owner,4,Mahindra
2107,Maruti Baleno Delta 1.3,590000,110000,Diesel,Individual,Manual,First Owner,7,Maruti
2108,Maruti Wagon R LXI DUO BSIII,170000,112000,LPG,Individual,Manual,Second Owner,14,Maruti
2109,Audi A3 35 TDI Premium Plus,2600000,70000,Diesel,Individual,Automatic,First Owner,5,Audi
2110,Maruti Ritz VDi,475000,110000,Diesel,Individual,Manual,First Owner,6,Maruti
2111,Hyundai Grand i10 1.2 CRDi Asta,700000,29000,Diesel,Individual,Manual,First Owner,4,Hyundai
2112,Maruti Wagon R VXI BS IV,376000,60000,Petrol,Individual,Manual,First Owner,11,Maruti
2113,Hyundai Santro GS zipDrive - Euro I,100000,120000,Petrol,Individual,Manual,Fourth & Above Owner,20,Hyundai
2114,Maruti 800 Std BSII,75000,46000,Petrol,Individual,Manual,Fourth & Above Owner,18,Maruti
2115,Mahindra Scorpio VLS AT 2.2 mHAWK,440000,120000,Diesel,Individual,Automatic,Third Owner,10,Mahindra
2116,Maruti Wagon R VXI Optional,390000,80000,Petrol,Individual,Manual,First Owner,6,Maruti
2117,Toyota Innova 2.5 VX 7 STR,725000,159000,Diesel,Individual,Manual,Second Owner,10,Toyota
2118,Mahindra Bolero 2011-2019 SLE,325000,110000,Diesel,Individual,Manual,Second Owner,10,Mahindra
2119,Maruti Alto LXi,170000,75000,Petrol,Individual,Manual,Second Owner,12,Maruti
2120,Maruti Swift Dzire LDi,215000,120000,Diesel,Individual,Manual,Third Owner,12,Maruti
2121,Honda City 1.5 V Inspire,350000,110000,Petrol,Individual,Manual,Third Owner,12,Honda
2122,Chevrolet Spark 1.0 LS,80000,80000,Petrol,Individual,Manual,Fourth & Above Owner,13,Chevrolet
2123,Hyundai EON Magna Plus,195000,80000,Petrol,Individual,Manual,Second Owner,10,Hyundai
2124,Maruti Swift VDI BSIV W ABS,280000,85000,Diesel,Individual,Manual,First Owner,11,Maruti
2125,Nissan Sunny Diesel XL,335000,71000,Diesel,Dealer,Manual,First Owner,8,Nissan
2126,Mahindra XUV500 W6 2WD,475000,108000,Diesel,Dealer,Manual,First Owner,11,Mahindra
2127,Renault Duster 85PS Diesel RxL,484999,75000,Diesel,Dealer,Manual,First Owner,7,Renault
2128,Maruti Ciaz Delta BSIV,650000,22000,Petrol,Individual,Manual,Second Owner,4,Maruti
2129,Audi Q5 3.0 TDI Quattro,1850000,76131,Diesel,Individual,Automatic,First Owner,8,Audi
2130,Hyundai i20 1.2 Asta,700000,30000,Petrol,Individual,Manual,Second Owner,4,Hyundai
2131,Audi Q7 3.0 TDI Quattro,3000000,65000,Diesel,Individual,Automatic,First Owner,8,Audi
2132,Mahindra Scorpio S3 9 Seater BSIV,900000,60000,Diesel,Individual,Manual,First Owner,4,Mahindra
2133,Volkswagen Polo Diesel Highline 1.2L,350000,80000,Diesel,Individual,Manual,First Owner,9,Volkswagen
2134,Honda Accord V6 AT,285000,80000,Petrol,Individual,Automatic,Second Owner,17,Honda
2135,Audi Q7 3.0 TDI Quattro Premium Plus,1850000,70000,Diesel,Individual,Automatic,First Owner,10,Audi
2136,Maruti Vitara Brezza VDi,750000,51777,Diesel,Dealer,Manual,First Owner,5,Maruti
2137,Land Rover Freelander 2 TD4 HSE,1650000,64788,Diesel,Dealer,Automatic,First Owner,9,Land
2138,Honda Amaze V Petrol BSIV,600000,20000,Petrol,Individual,Manual,First Owner,4,Honda
2139,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,565000,19000,Petrol,Individual,Manual,First Owner,4,Volkswagen
2140,Daewoo Matiz SS,86000,46951,Petrol,Individual,Manual,First Owner,22,Daewoo
2141,Datsun GO T BSIV,329000,19000,Petrol,Individual,Manual,First Owner,6,Datsun
2142,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,650000,50000,Diesel,Individual,Manual,First Owner,6,Ford
2143,Hyundai Creta 1.6 CRDi SX Option,822000,60000,Diesel,Individual,Manual,First Owner,7,Hyundai
2144,Renault Duster 110PS Diesel RxL,345000,100000,Diesel,Individual,Manual,Second Owner,9,Renault
2145,Maruti Zen LXI,30000,10000,Petrol,Individual,Manual,First Owner,21,Maruti
2146,Maruti Swift VDI,330000,50000,Diesel,Individual,Manual,Second Owner,10,Maruti
2147,Maruti Wagon R Stingray VXI,300000,74537,Petrol,Individual,Manual,Second Owner,8,Maruti
2148,Maruti SX4 ZXI AT,200000,90000,Petrol,Individual,Automatic,Second Owner,13,Maruti
2149,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),200000,80000,Diesel,Individual,Manual,Second Owner,10,Tata
2150,Chevrolet Spark 1.0,90000,70000,Petrol,Individual,Manual,Second Owner,12,Chevrolet
2151,Maruti Wagon R VXI Minor,200000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti
2152,Hyundai Xcent 1.1 CRDi SX,550000,35000,Diesel,Individual,Manual,First Owner,6,Hyundai
2153,Chevrolet Beat LT,250000,23500,Petrol,Individual,Manual,First Owner,7,Chevrolet
2154,Honda City i-DTEC VX,975000,82000,Diesel,Individual,Manual,First Owner,5,Honda
2155,Toyota Innova 2.5 G (Diesel) 8 Seater,900000,100000,Diesel,Individual,Manual,Second Owner,8,Toyota
2156,Hyundai i20 1.2 Spotz,610000,15000,Petrol,Individual,Manual,First Owner,4,Hyundai
2157,Maruti Baleno Zeta 1.3,620000,30000,Diesel,Individual,Manual,First Owner,5,Maruti
2158,Hyundai Grand i10 Sportz,400000,30000,Petrol,Individual,Manual,First Owner,6,Hyundai
2159,Maruti Celerio X ZXI BSIV,500000,11000,Petrol,Individual,Manual,First Owner,3,Maruti
2160,Datsun GO Plus T,200000,140000,Petrol,Individual,Manual,First Owner,5,Datsun
2161,Tata Zest Quadrajet 1.3 XM,360000,110000,Diesel,Individual,Manual,First Owner,6,Tata
2162,Maruti Alto K10 2010-2014 VXI,252000,48000,Petrol,Individual,Manual,First Owner,10,Maruti
2163,Maruti Swift VDI,280000,70000,Diesel,Individual,Manual,Second Owner,10,Maruti
2164,Maruti Swift VXI 2018,509999,70000,Petrol,Individual,Manual,Second Owner,4,Maruti
2165,Mahindra Scorpio 1.99 S6 Plus,1050000,58000,Diesel,Individual,Manual,First Owner,6,Mahindra
2166,Maruti Wagon R LXI DUO BSIII,200000,40000,LPG,Individual,Manual,Fourth & Above Owner,12,Maruti
2167,Maruti Zen LXI,60000,90000,Petrol,Individual,Manual,Second Owner,17,Maruti
2168,Mahindra Xylo E8 ABS Airbag,320000,40000,Diesel,Individual,Manual,Second Owner,12,Mahindra
2169,Mahindra Scorpio LX,520000,110000,Diesel,Individual,Manual,First Owner,9,Mahindra
2170,Tata New Safari DICOR 2.2 LX 4x2,250000,80000,Diesel,Individual,Manual,Second Owner,15,Tata
2171,Maruti Vitara Brezza ZDi,725000,60000,Diesel,Individual,Manual,First Owner,5,Maruti
2172,Mahindra Bolero 2011-2019 SLX,585000,50000,Diesel,Individual,Manual,First Owner,7,Mahindra
2173,Tata Tiago 1.2 Revotron XZ,430000,25000,Petrol,Individual,Manual,First Owner,5,Tata
2174,Maruti Swift VDI,235000,100000,Diesel,Individual,Manual,Second Owner,11,Maruti
2175,Maruti Swift Dzire VDi,350000,52000,Diesel,Individual,Manual,Third Owner,10,Maruti
2176,Hyundai i10 Era 1.1,131000,80000,Petrol,Individual,Manual,Third Owner,12,Hyundai
2177,Honda Amaze VX i-DTEC,450000,85000,Diesel,Individual,Manual,First Owner,6,Honda
2178,Maruti Vitara Brezza ZDi Plus,750000,83000,Diesel,Individual,Manual,First Owner,6,Maruti
2179,Maruti Alto 800 LXI,200000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
2180,Maruti Wagon R LXI Minor,125000,120000,Petrol,Individual,Manual,Fourth & Above Owner,13,Maruti
2181,Mahindra Bolero 2011-2019 SLE,500000,100000,Diesel,Individual,Manual,First Owner,8,Mahindra
2182,Maruti Swift VDI,380000,70000,Diesel,Individual,Manual,Third Owner,10,Maruti
2183,Maruti Alto LXi,128000,19000,Petrol,Individual,Manual,First Owner,14,Maruti
2184,Honda City 1.5 S MT,250000,68600,Petrol,Individual,Manual,Third Owner,13,Honda
2185,Mahindra Bolero Power Plus SLX,690000,60000,Diesel,Individual,Manual,First Owner,5,Mahindra
2186,Mahindra Bolero 2011-2019 SLX,650000,65000,Diesel,Individual,Manual,Second Owner,8,Mahindra
2187,Honda City E,560000,40000,Petrol,Individual,Manual,Second Owner,10,Honda
2188,Tata Indica Vista Aqua 1.3 Quadrajet (ABS),120000,160000,Diesel,Individual,Manual,Second Owner,10,Tata
2189,Maruti Celerio VXI,400000,25000,Petrol,Individual,Manual,First Owner,6,Maruti
2190,Maruti Alto K10 LXI,200000,29500,Petrol,Individual,Manual,First Owner,10,Maruti
2191,Hyundai Verna VTVT 1.6 SX,950000,13887,Petrol,Individual,Manual,First Owner,4,Hyundai
2192,Maruti Alto 800 VXI,300000,50000,Petrol,Individual,Manual,Second Owner,6,Maruti
2193,Renault KWID RXL,315000,30000,Petrol,Individual,Manual,Second Owner,6,Renault
2194,Maruti Alto 800 LXI,220000,100000,Petrol,Individual,Manual,First Owner,10,Maruti
2195,Chevrolet Aveo 1.4 LS,130000,60000,Petrol,Individual,Manual,Second Owner,11,Chevrolet
2196,Hyundai i20 Sportz Option 1.4 CRDi,595000,60000,Diesel,Individual,Manual,Second Owner,6,Hyundai
2197,Tata Indica Vista TDI LS,110000,120000,Diesel,Individual,Manual,First Owner,11,Tata
2198,Ford EcoSport 1.5 Petrol Ambiente BSIV,680000,13500,Petrol,Individual,Manual,First Owner,5,Ford
2199,Fiat Grande Punto Active (Diesel),280000,52000,Diesel,Individual,Manual,First Owner,9,Fiat
2200,Maruti Baleno Delta 1.2,530000,30000,Petrol,Individual,Manual,Second Owner,5,Maruti
2201,Hyundai Xcent 1.2 Kappa SX Option,610000,14000,Petrol,Individual,Manual,First Owner,5,Hyundai
2202,Tata Aria Pure LX 4x2,500000,90000,Diesel,Individual,Manual,Second Owner,8,Tata
2203,Tata Tigor 1.05 Revotorq XM,500000,50000,Diesel,Individual,Manual,First Owner,4,Tata
2204,Mahindra Xylo D2,250000,120000,Diesel,Individual,Manual,Second Owner,12,Mahindra
2205,Hyundai EON Magna Plus,325000,10000,Petrol,Individual,Manual,First Owner,4,Hyundai
2206,Maruti Baleno Delta 1.2,550000,10000,Petrol,Individual,Manual,First Owner,4,Maruti
2207,Maruti Ciaz 1.4 Alpha,720000,25000,Petrol,Individual,Manual,First Owner,4,Maruti
2208,Hyundai Verna VTVT 1.6 SX,950000,20000,Petrol,Individual,Manual,First Owner,5,Hyundai
2209,Maruti Swift VDI,350000,60000,Diesel,Individual,Manual,First Owner,9,Maruti
2210,Hyundai Grand i10 1.2 Kappa Sportz Option,500000,40000,Petrol,Individual,Manual,First Owner,4,Hyundai
2211,Maruti Swift Dzire VDi,380000,60000,Diesel,Individual,Manual,First Owner,10,Maruti
2212,Hyundai Xcent 1.2 Kappa AT SX Option,380000,50000,Petrol,Individual,Automatic,First Owner,7,Hyundai
2213,Hyundai Verna VTVT 1.6 SX,900000,20000,Petrol,Individual,Manual,First Owner,5,Hyundai
2214,Maruti Alto 800 VXI,295000,35000,Petrol,Individual,Manual,First Owner,5,Maruti
2215,Maruti Ciaz VDi Plus SHVS,640000,40000,Diesel,Individual,Manual,First Owner,6,Maruti
2216,Tata Nexon 1.5 Revotorq XZ Plus,790000,60000,Diesel,Individual,Manual,First Owner,4,Tata
2217,Hyundai Verna 1.6 VTVT S Option,625000,20000,Petrol,Individual,Manual,First Owner,7,Hyundai
2218,Ford EcoSport 1.5 Petrol Trend BSIV,604000,30000,Petrol,Individual,Manual,Second Owner,5,Ford
2219,Maruti Alto K10 VXI,315000,29000,Petrol,Individual,Manual,First Owner,7,Maruti
2220,Mahindra XUV300 W6 Diesel BSIV,950000,17000,Diesel,Individual,Manual,First Owner,3,Mahindra
2221,Maruti Wagon R VXI Plus Optional,400000,50000,Petrol,Individual,Manual,First Owner,5,Maruti
2222,Hyundai i20 1.4 Magna AT,700000,42000,Petrol,Individual,Automatic,First Owner,4,Hyundai
2223,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,700000,120000,Diesel,Individual,Manual,Second Owner,11,Toyota
2224,Mahindra Verito 1.5 D4 BSIV,260000,110000,Diesel,Individual,Manual,First Owner,10,Mahindra
2225,Tata Indigo CR4,200000,90000,Diesel,Individual,Manual,First Owner,10,Tata
2226,Maruti Dzire VXI,580000,70000,Petrol,Individual,Manual,First Owner,2,Maruti
2227,Volkswagen Vento IPL II Diesel Trendline,330000,66000,Diesel,Individual,Manual,Second Owner,11,Volkswagen
2228,Hyundai Verna Transform CRDi VGT SX ABS,400000,70000,Diesel,Individual,Manual,Third Owner,11,Hyundai
2229,Hyundai Creta 1.6 SX Automatic,1350000,5000,Petrol,Individual,Automatic,First Owner,4,Hyundai
2230,Mahindra Verito 1.5 D4 BSIV,250000,50000,Diesel,Individual,Manual,Second Owner,8,Mahindra
2231,Skoda Rapid 1.6 MPI Ambition BSIV,725000,25000,Petrol,Individual,Manual,First Owner,3,Skoda
2232,Maruti Swift Dzire Tour LDI,300000,70000,Diesel,Individual,Manual,First Owner,9,Maruti
2233,Maruti 800 AC,120000,40000,Petrol,Individual,Manual,Second Owner,16,Maruti
2234,Mahindra XUV500 W10 2WD,1175000,110000,Diesel,Individual,Manual,First Owner,6,Mahindra
2235,Tata New Safari DICOR 2.2 VX 4x4,380000,150000,Diesel,Individual,Manual,First Owner,13,Tata
2236,Tata Indica Vista TDI LX,400000,45000,Diesel,Individual,Manual,First Owner,8,Tata
2237,Tata Indigo LX,140000,90000,Diesel,Individual,Manual,Third Owner,17,Tata
2238,Tata New Safari DICOR 2.2 EX 4x2,229999,140000,Diesel,Individual,Manual,Second Owner,11,Tata
2239,Ford Ikon 1.3 CLXi,110000,83000,Petrol,Individual,Manual,Second Owner,19,Ford
2240,Volkswagen Jetta 2.0L TDI Highline AT,550000,106000,Diesel,Individual,Automatic,Second Owner,11,Volkswagen
2241,Chevrolet Aveo U-VA 1.2 LS,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,14,Chevrolet
2242,Maruti Omni E MPI STD BS IV,265000,40000,Petrol,Individual,Manual,Second Owner,5,Maruti
2243,Hyundai i20 1.2 Asta,300000,138000,Petrol,Individual,Manual,Third Owner,11,Hyundai
2244,Maruti Alto 800 LXI,280000,80000,Petrol,Individual,Manual,First Owner,7,Maruti
2245,Hyundai Getz GLS,130000,50000,Petrol,Individual,Manual,Second Owner,17,Hyundai
2246,Chevrolet Sail 1.2 LS ABS,350000,50000,Petrol,Individual,Manual,First Owner,7,Chevrolet
2247,Maruti Ritz VXi,200000,120000,Petrol,Individual,Manual,First Owner,13,Maruti
2248,Maruti Swift VXI,550000,24400,Petrol,Individual,Manual,First Owner,4,Maruti
2249,Mahindra Bolero 2011-2019 SLX,400000,60000,Diesel,Individual,Manual,Second Owner,9,Mahindra
2250,Maruti Ritz VXi (ABS) BS IV,170000,120000,Petrol,Individual,Manual,Second Owner,12,Maruti
2251,Hyundai Verna 1.4 CRDi,600000,60000,Diesel,Individual,Manual,Second Owner,7,Hyundai
2252,Maruti Alto LXi,130000,100000,Petrol,Individual,Manual,Second Owner,11,Maruti
2253,Hyundai Santro Xing GL PLUS CNG,120000,60000,CNG,Individual,Manual,Second Owner,15,Hyundai
2254,Maruti 800 AC,100000,120000,Petrol,Individual,Manual,Second Owner,11,Maruti
2255,Renault KWID RXT,310000,27500,Petrol,Individual,Manual,First Owner,6,Renault
2256,Maruti 800 AC,35000,10000,Petrol,Individual,Manual,First Owner,15,Maruti
2257,Hyundai i20 Magna,200000,120000,Petrol,Individual,Manual,Third Owner,12,Hyundai
2258,Maruti Swift VDI BSIV,270000,70000,Diesel,Individual,Manual,Second Owner,13,Maruti
2259,Hyundai i20 Sportz 1.4 CRDi,650000,80000,Diesel,Individual,Manual,First Owner,7,Hyundai
2260,Tata Indigo eCS GLS,210000,120000,Petrol,Individual,Manual,First Owner,9,Tata
2261,Hyundai Xcent 1.1 CRDi S Option,509999,90000,Diesel,Individual,Manual,First Owner,7,Hyundai
2262,Ford Figo Diesel Celebration Edition,229999,70000,Diesel,Individual,Manual,First Owner,9,Ford
2263,Renault Duster 110PS Diesel RxZ,409999,188000,Diesel,Individual,Manual,Second Owner,8,Renault
2264,Chevrolet Spark 1.0 LT,130000,67840,Petrol,Individual,Manual,First Owner,11,Chevrolet
2265,Tata Nano CX,95000,30000,Petrol,Individual,Manual,First Owner,9,Tata
2266,Maruti Alto 800 LXI,225000,35000,Petrol,Individual,Manual,Second Owner,6,Maruti
2267,Maruti Swift VDI BSIV,256999,150000,Diesel,Individual,Manual,Second Owner,12,Maruti
2268,Maruti Vitara Brezza VDi Option,775000,100000,Diesel,Individual,Manual,First Owner,5,Maruti
2269,Maruti Wagon R VXI BS IV,420000,30000,Petrol,Individual,Manual,First Owner,5,Maruti
2270,Hyundai Grand i10 Sportz Celebration Edition,480000,70000,Petrol,Individual,Manual,First Owner,6,Hyundai
2271,Toyota Qualis GS G1,200000,149032,Diesel,Individual,Manual,First Owner,19,Toyota
2272,Mahindra Bolero SLE,260000,380000,Diesel,Individual,Manual,Second Owner,12,Mahindra
2273,Toyota Etios Liva G,210000,84050,Petrol,Individual,Manual,First Owner,11,Toyota
2274,Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,600000,15000,Petrol,Individual,Manual,First Owner,4,Volkswagen
2275,Ford Ikon 1.4 TDCi DuraTorq,140000,140000,Diesel,Individual,Manual,Second Owner,13,Ford
2276,Maruti Omni 8 Seater BSII,130000,120000,Petrol,Individual,Manual,Third Owner,12,Maruti
2277,Maruti Swift VDI BSIV,195000,112880,Diesel,Dealer,Manual,First Owner,15,Maruti
2278,Tata Indica Vista TDI LS,210000,135000,Diesel,Dealer,Manual,Second Owner,9,Tata
2279,Maruti Wagon R LX,130000,80000,Petrol,Individual,Manual,Third Owner,16,Maruti
2280,Chevrolet Beat LT,141000,128000,Petrol,Individual,Manual,Third Owner,10,Chevrolet
2281,Mahindra Bolero SLE BSIII,280000,120000,Diesel,Individual,Manual,First Owner,11,Mahindra
2282,Maruti SX4 ZXI AT Leather,350000,30000,Petrol,Individual,Automatic,First Owner,12,Maruti
2283,Tata Nexon 1.2 Revotron XM,575000,70000,Petrol,Individual,Manual,First Owner,4,Tata
2284,Hyundai i20 Sportz Option 1.2,550000,41000,Petrol,Individual,Manual,First Owner,7,Hyundai
2285,Toyota Etios V,420000,28100,Petrol,Individual,Manual,First Owner,11,Toyota
2286,Maruti Alto LX,120000,30000,Petrol,Individual,Manual,Second Owner,16,Maruti
2287,Maruti Alto K10 VXI,320000,30000,Petrol,Individual,Manual,First Owner,7,Maruti
2288,Hyundai Accent Executive,250000,35000,Petrol,Individual,Manual,First Owner,11,Hyundai
2289,Maruti SX4 Zxi BSIII,300000,22000,Petrol,Individual,Manual,First Owner,12,Maruti
2290,Maruti Wagon R VXI,250000,70000,Petrol,Individual,Manual,First Owner,16,Maruti
2291,Maruti Omni E 8 Str STD,120000,100000,Petrol,Individual,Manual,Second Owner,17,Maruti
2292,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,750000,70000,Diesel,Individual,Manual,First Owner,4,Mahindra
2293,Mahindra Scorpio 2.6 CRDe,151000,200000,Diesel,Individual,Manual,Second Owner,17,Mahindra
2294,Tata Safari DICOR 2.2 EX 4x2,300000,120000,Diesel,Individual,Manual,First Owner,11,Tata
2295,Maruti Ignis 1.2 Zeta BSIV,577000,3000,Petrol,Individual,Manual,First Owner,3,Maruti
2296,Maruti Alto K10 2010-2014 VXI,229999,50000,Petrol,Individual,Manual,First Owner,10,Maruti
2297,Mahindra Bolero 2011-2019 ZLX,500000,50000,Diesel,Individual,Manual,First Owner,9,Mahindra
2298,Honda Jazz VX CVT,840000,1500,Petrol,Individual,Automatic,First Owner,3,Honda
2299,Volkswagen Vento 1.5 TDI Highline,900000,74000,Diesel,Individual,Manual,First Owner,5,Volkswagen
2300,Honda Jazz 1.2 V i VTEC,650000,25000,Petrol,Individual,Manual,First Owner,5,Honda
2301,Honda Jazz 1.5 VX i DTEC,650000,61915,Diesel,Individual,Manual,First Owner,6,Honda
2302,Hyundai EON Era Plus,250000,110000,Petrol,Individual,Manual,First Owner,6,Hyundai
2303,Volkswagen Polo 1.5 TDI Comfortline,550000,70000,Diesel,Individual,Manual,First Owner,6,Volkswagen
2304,Maruti Swift Ldi BSIII,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,15,Maruti
2305,Mahindra Quanto C4,350000,110000,Diesel,Individual,Manual,Second Owner,9,Mahindra
2306,Chevrolet Beat Diesel LT,185000,90000,Diesel,Individual,Manual,Second Owner,8,Chevrolet
2307,Ford Figo Petrol Titanium,229999,120000,Petrol,Individual,Manual,Third Owner,12,Ford
2308,Toyota Innova 2.5 G (Diesel) 8 Seater,1000000,65000,Diesel,Individual,Manual,First Owner,6,Toyota
2309,Maruti Wagon R VXI 1.2,490000,10000,Petrol,Individual,Manual,First Owner,3,Maruti
2310,Hyundai i10 Sportz,150000,80000,Petrol,Individual,Manual,Second Owner,13,Hyundai
2311,Maruti Ertiga VDI,600000,184000,Diesel,Individual,Manual,First Owner,9,Maruti
2312,Maruti Wagon R CNG LXI,270000,80000,CNG,Individual,Manual,Second Owner,9,Maruti
2313,Maruti Zen LXi - BS III,60000,70000,Petrol,Individual,Manual,Second Owner,17,Maruti
2314,Maruti SX4 Zxi with Leather BSIII,150000,89000,Petrol,Individual,Manual,Second Owner,14,Maruti
2315,Honda Brio Exclusive Edition,335000,33033,Petrol,Dealer,Manual,First Owner,8,Honda
2316,Maruti Swift VDI,525000,69000,Diesel,Individual,Manual,Second Owner,9,Maruti
2317,Hyundai Grand i10 AT Asta,465000,63063,Petrol,Dealer,Automatic,First Owner,7,Hyundai
2318,Tata Indica V2 eLX,83000,90000,Diesel,Individual,Manual,Second Owner,10,Tata
2319,Hyundai EON Era Plus,300000,8000,Petrol,Individual,Manual,First Owner,5,Hyundai
2320,Hyundai i20 1.2 Sportz,350000,35000,Petrol,Individual,Manual,First Owner,10,Hyundai
2321,Hyundai i20 1.2 Sportz,300000,45000,Petrol,Individual,Manual,First Owner,11,Hyundai
2322,Fiat Linea 1.3 Active,250000,30000,Diesel,Individual,Manual,First Owner,11,Fiat
2323,Maruti 800 Std,114999,59000,Petrol,Individual,Manual,Second Owner,16,Maruti
2324,Maruti Ertiga VXI Petrol,700000,6200,Petrol,Individual,Manual,First Owner,4,Maruti
2325,Maruti Celerio X ZXI,250000,120000,Petrol,Individual,Manual,Second Owner,2,Maruti
2326,Maruti Wagon R LXI BS IV,350000,70000,Petrol,Individual,Manual,First Owner,6,Maruti
2327,Maruti Omni 5 Str STD,80000,70000,Petrol,Individual,Manual,First Owner,24,Maruti
2328,Mahindra Scorpio S2 7 Seater,850000,110000,Diesel,Individual,Manual,First Owner,5,Mahindra
2329,Hyundai Santro Xing XG,70000,158000,Petrol,Individual,Manual,First Owner,18,Hyundai
2330,Chevrolet Spark 1.0 LS,90000,93000,Petrol,Individual,Manual,Third Owner,15,Chevrolet
2331,Chevrolet Tavera Neo 3 10 Seats BSIII,600000,110000,Diesel,Individual,Manual,First Owner,8,Chevrolet
2332,Maruti Alto LX,135000,57000,Petrol,Individual,Manual,First Owner,15,Maruti
2333,Hyundai Accent GLE,150000,120000,Petrol,Individual,Manual,First Owner,17,Hyundai
2334,Tata Indigo CS eLX BS IV,259000,35000,Diesel,Individual,Manual,First Owner,10,Tata
2335,Tata Indigo CS eLS BS IV,220000,90000,Diesel,Individual,Manual,First Owner,10,Tata
2336,Tata Indigo eCS LX BSIV,246000,35000,Diesel,Individual,Manual,Second Owner,10,Tata
2337,Maruti Swift Dzire VXi,240000,120000,Petrol,Individual,Manual,First Owner,13,Maruti
2338,Hyundai Creta 1.4 E Plus,946000,60000,Diesel,Individual,Manual,First Owner,4,Hyundai
2339,Tata Indigo eCS LX BSIV,215000,70000,Diesel,Individual,Manual,First Owner,11,Tata
2340,Maruti Zen LX,50000,60000,Petrol,Individual,Manual,Fourth & Above Owner,23,Maruti
2341,Honda Amaze S i-Dtech,310000,100000,Diesel,Individual,Manual,First Owner,9,Honda
2342,Hyundai i10 Magna,220000,35000,Petrol,Individual,Manual,First Owner,14,Hyundai
